sample	locus	read_count	molecule_count
sample5_S5_R1_001	ERCC_00108	1699	1657
sample5_S5_R1_001	ERCC_00116	506	492
sample5_S5_R1_001	ERCC_00136	2807	2693
sample5_S5_R1_001	G0S2	111	110
sample5_S5_R1_001	GADD45A	183	180
sample5_S5_R1_001	GBP2	715	690
sample5_S5_R1_001	GNLY	17739	15176
sample5_S5_R1_001	GPX3	140	138
sample5_S5_R1_001	HABP2	67	66
sample5_S5_R1_001	HMBS	162	157
sample5_S5_R1_001	ID4	2491	2388
sample5_S5_R1_001	IDO1	1888	1790
sample5_S5_R1_001	IGFBP1	4	4
sample5_S5_R1_001	IL15	433	414
sample5_S5_R1_001	LAMB3	61	60
sample5_S5_R1_001	MAOA	568	559
sample5_S5_R1_001	MAP3K5	398	390
sample5_S5_R1_001	MMP7	534	514
sample5_S5_R1_001	MT1G	10052	9088
sample5_S5_R1_001	MT1H	723	710
sample5_S5_R1_001	NDRG1	161	160
sample5_S5_R1_001	NNMT	197	192
sample5_S5_R1_001	OLFM1	140	136
sample5_S5_R1_001	PAEP	181	178
sample5_S5_R1_001	PRUNE2	278	271
sample5_S5_R1_001	S100P	25	24
sample5_S5_R1_001	SDHA	1350	1301
sample5_S5_R1_001	SERPING1	2482	2380
sample5_S5_R1_001	SFRP4	2924	2750
sample5_S5_R1_001	SLC1A1	14	14
sample5_S5_R1_001	SPP1	1081	1055
sample5_S5_R1_001	TBP	412	404
sample5_S5_R1_001	TCN1	37	37
sample5_S5_R1_001	TSPAN8	30	29
sample5_S5_R1_001	unmatched	9102	3271
sample6_S6_R1_001	ABCC3	1037	1011
sample6_S6_R1_001	ACADSB	1308	1269
sample6_S6_R1_001	ANXA2	84642	43498
sample6_S6_R1_001	ANXA4	22880	17002
sample6_S6_R1_001	AOX1	2776	2606
sample6_S6_R1_001	APOD	189	187
sample6_S6_R1_001	AQP3	5061	4595
sample6_S6_R1_001	ARG2	685	672
sample6_S6_R1_001	ARID5B	2431	2274
sample6_S6_R1_001	BCL6	571	557
sample6_S6_R1_001	C10orf10	2631	2535
sample6_S6_R1_001	C1R	13455	10712
sample6_S6_R1_001	C4BPA	11431	8893
sample6_S6_R1_001	CD55	13731	12035
sample6_S6_R1_001	CEBPD	10557	9331
sample6_S6_R1_001	CFD	1372	1322
sample6_S6_R1_001	CLDN4	2311	2233
sample6_S6_R1_001	COMP	972	944
sample6_S6_R1_001	CP	20230	16400
sample6_S6_R1_001	CRABP2	595	585
sample6_S6_R1_001	CYC1	1393	1340
sample6_S6_R1_001	DDX52	4426	4128
sample6_S6_R1_001	DEFB1	10505	9276
sample6_S6_R1_001	DKK1	630	616
sample6_S6_R1_001	DPP4	7746	6643
sample6_S6_R1_001	DYNLT3	7119	6328
sample6_S6_R1_001	EDN3	58	54
sample6_S6_R1_001	EDNRB	2368	2254
sample6_S6_R1_001	EFNA1	3382	3117
sample6_S6_R1_001	ENPEP	68	68
sample6_S6_R1_001	ERCC_00004	15655	12769
sample6_S6_R1_001	ERCC_00108	1815	1753
sample6_S6_R1_001	ERCC_00116	495	490
sample6_S6_R1_001	ERCC_00136	3167	3017
sample6_S6_R1_001	G0S2	2048	1937
sample6_S6_R1_001	GADD45A	3249	3041
sample6_S6_R1_001	GBP2	6118	5583
sample6_S6_R1_001	GNLY	42244	30048
sample6_S6_R1_001	GPX3	45253	29027
sample6_S6_R1_001	HABP2	2609	2503
sample6_S6_R1_001	HMBS	478	472
sample6_S6_R1_001	ID4	21031	16458
sample6_S6_R1_001	IDO1	13916	10698
sample6_S6_R1_001	IGFBP1	760	737
sample6_S6_R1_001	IL15	2808	2438
sample6_S6_R1_001	LAMB3	3383	3237
sample6_S6_R1_001	MAOA	6370	5857
sample6_S6_R1_001	MAP3K5	2858	2738
sample6_S6_R1_001	MMP7	6692	5982
sample6_S6_R1_001	MT1G	53414	35018
sample6_S6_R1_001	MT1H	8265	7559
sample6_S6_R1_001	NDRG1	1008	989
sample6_S6_R1_001	NNMT	8965	7999
sample6_S6_R1_001	OLFM1	59	59
sample6_S6_R1_001	PAEP	407589	64565
sample6_S6_R1_001	PRUNE2	2248	2146
sample6_S6_R1_001	S100P	3241	3082
sample6_S6_R1_001	SDHA	3197	3047
sample6_S6_R1_001	SERPING1	31876	23166
sample6_S6_R1_001	SFRP4	1397	1352
sample6_S6_R1_001	SLC1A1	1260	1229
sample6_S6_R1_001	SPP1	35110	25533
sample6_S6_R1_001	TBP	665	650
sample6_S6_R1_001	TCN1	2510	2385
sample6_S6_R1_001	TSPAN8	2482	2395
sample6_S6_R1_001	unmatched	53576	17838
sample7_S7_R1_001	ABCC3	1182	1145
sample7_S7_R1_001	ACADSB	1276	1245
sample7_S7_R1_001	ANXA2	106223	47739
sample7_S7_R1_001	ANXA4	27711	19617
sample7_S7_R1_001	AOX1	4398	4012
sample7_S7_R1_001	APOD	216	213
sample7_S7_R1_001	AQP3	5280	4720
sample7_S7_R1_001	ARG2	1174	1135
sample7_S7_R1_001	ARID5B	2088	1969
sample7_S7_R1_001	BCL6	616	604
sample7_S7_R1_001	C10orf10	3673	3485
sample7_S7_R1_001	C1R	10355	8637
sample7_S7_R1_001	C4BPA	4785	4281
sample7_S7_R1_001	CD55	21003	17336
sample7_S7_R1_001	CEBPD	11030	9626
sample7_S7_R1_001	CFD	698	682
sample7_S7_R1_001	CLDN4	4395	4144
sample7_S7_R1_001	COMP	1957	1846
sample7_S7_R1_001	CP	13900	11897
sample7_S7_R1_001	CRABP2	752	733
sample7_S7_R1_001	CYC1	1295	1245
sample7_S7_R1_001	DDX52	7177	6452
sample7_S7_R1_001	DEFB1	13812	11724
sample7_S7_R1_001	DKK1	705	689
sample7_S7_R1_001	DPP4	13991	11024
sample7_S7_R1_001	DYNLT3	9273	7986
sample7_S7_R1_001	EDN3	86	81
sample7_S7_R1_001	EDNRB	2942	2736
sample7_S7_R1_001	EFNA1	5332	4769
sample7_S7_R1_001	ENPEP	59	59
sample7_S7_R1_001	ERCC_00004	17006	13716
sample7_S7_R1_001	ERCC_00108	1896	1824
sample7_S7_R1_001	ERCC_00116	540	530
sample7_S7_R1_001	ERCC_00136	3413	3227
sample7_S7_R1_001	G0S2	1240	1204
sample7_S7_R1_001	GADD45A	4072	3727
sample7_S7_R1_001	GBP2	7010	6279
sample7_S7_R1_001	GNLY	52083	34445
sample7_S7_R1_001	GPX3	53153	31986
sample7_S7_R1_001	HABP2	1342	1304
sample7_S7_R1_001	HMBS	316	306
sample7_S7_R1_001	ID4	16194	13364
sample7_S7_R1_001	IDO1	13715	10681
sample7_S7_R1_001	IGFBP1	1085	1045
sample7_S7_R1_001	IL15	2617	2312
sample7_S7_R1_001	LAMB3	3542	3382
sample7_S7_R1_001	MAOA	10148	8995
sample7_S7_R1_001	MAP3K5	3985	3749
sample7_S7_R1_001	MMP7	2049	1965
sample7_S7_R1_001	MT1G	104720	50115
sample7_S7_R1_001	MT1H	18759	15548
sample7_S7_R1_001	NDRG1	1231	1199
sample7_S7_R1_001	NNMT	6429	5901
sample7_S7_R1_001	OLFM1	75	74
sample7_S7_R1_001	PAEP	390811	64433
sample7_S7_R1_001	PRUNE2	1723	1640
sample7_S7_R1_001	S100P	3461	3279
sample7_S7_R1_001	SDHA	3285	3135
sample7_S7_R1_001	SERPING1	25425	19546
sample7_S7_R1_001	SFRP4	1386	1345
sample7_S7_R1_001	SLC1A1	1461	1421
sample7_S7_R1_001	SPP1	42787	29332
sample7_S7_R1_001	TBP	549	536
sample7_S7_R1_001	TCN1	3117	2937
sample7_S7_R1_001	TSPAN8	8928	8066
sample7_S7_R1_001	unmatched	55081	18519
Undetermined_S0_R1_001	ABCC3	182	182
Undetermined_S0_R1_001	ACADSB	252	251
Undetermined_S0_R1_001	ANXA2	30132	22965
Undetermined_S0_R1_001	ANXA4	5914	5439
Undetermined_S0_R1_001	AOX1	301	297
Undetermined_S0_R1_001	APOD	99	98
Undetermined_S0_R1_001	AQP3	649	636
Undetermined_S0_R1_001	ARG2	241	240
Undetermined_S0_R1_001	ARID5B	715	702
Undetermined_S0_R1_001	BCL6	152	151
Undetermined_S0_R1_001	C10orf10	1196	1180
Undetermined_S0_R1_001	C1R	2577	2467
Undetermined_S0_R1_001	C4BPA	1182	1145
Undetermined_S0_R1_001	CD55	2893	2816
Undetermined_S0_R1_001	CEBPD	2919	2839
Undetermined_S0_R1_001	CFD	273	269
Undetermined_S0_R1_001	CLDN4	1364	1342
Undetermined_S0_R1_001	COMP	107	107
Undetermined_S0_R1_001	CP	2980	2879
Undetermined_S0_R1_001	CRABP2	468	466
Undetermined_S0_R1_001	CYC1	423	419
Undetermined_S0_R1_001	DDX52	781	767
Undetermined_S0_R1_001	DEFB1	6202	5774
Undetermined_S0_R1_001	DKK1	172	171
Undetermined_S0_R1_001	DPP4	906	891
Undetermined_S0_R1_001	DYNLT3	3468	3270
Undetermined_S0_R1_001	EDN3	77	77
Undetermined_S0_R1_001	EDNRB	435	429
Undetermined_S0_R1_001	EFNA1	1083	1059
Undetermined_S0_R1_001	ENPEP	17	17
Undetermined_S0_R1_001	ERCC_00004	9812	8684
Undetermined_S0_R1_001	ERCC_00108	1027	1018
Undetermined_S0_R1_001	ERCC_00116	346	345
Undetermined_S0_R1_001	ERCC_00136	1836	1795
Undetermined_S0_R1_001	G0S2	263	262
Undetermined_S0_R1_001	GADD45A	558	549
Undetermined_S0_R1_001	GBP2	2452	2358
Undetermined_S0_R1_001	GNLY	10663	9778
Undetermined_S0_R1_001	GPX3	4609	4357
Undetermined_S0_R1_001	HABP2	227	227
Undetermined_S0_R1_001	HMBS	121	121
Undetermined_S0_R1_001	ID4	5259	4949
Undetermined_S0_R1_001	IDO1	3613	3360
Undetermined_S0_R1_001	IGFBP1	60	60
Undetermined_S0_R1_001	IL15	603	582
Undetermined_S0_R1_001	LAMB3	436	434
Undetermined_S0_R1_001	MAOA	1863	1827
Undetermined_S0_R1_001	MAP3K5	641	636
Undetermined_S0_R1_001	MMP7	526	523
Undetermined_S0_R1_001	MT1G	33107	25409
Undetermined_S0_R1_001	MT1H	3378	3261
Undetermined_S0_R1_001	NDRG1	319	319
Undetermined_S0_R1_001	NNMT	1231	1212
Undetermined_S0_R1_001	OLFM1	42	42
Undetermined_S0_R1_001	PAEP	36119	26775
Undetermined_S0_R1_001	PRUNE2	549	548
Undetermined_S0_R1_001	S100P	1926	1894
Undetermined_S0_R1_001	SDHA	1110	1094
Undetermined_S0_R1_001	SERPING1	4849	4600
Undetermined_S0_R1_001	SFRP4	704	692
Undetermined_S0_R1_001	SLC1A1	128	128
Undetermined_S0_R1_001	SPP1	5054	4813
Undetermined_S0_R1_001	TBP	322	320
Undetermined_S0_R1_001	TCN1	380	378
Undetermined_S0_R1_001	TSPAN8	556	552
Undetermined_S0_R1_001	unmatched	361909	9269
