sample	locus	read_count	molecule_count
05R-replicate_S12_R1_001	TSPAN8	29	29
05R-replicate_S12_R1_001	unmatched	8752	3018
05R_S5_R1_001	ABCC3	27	27
05R_S5_R1_001	ACADSB	163	163
05R_S5_R1_001	ANXA2	21726	17516
05R_S5_R1_001	ANXA4	2532	2408
05R_S5_R1_001	AOX1	14	14
05R_S5_R1_001	APOD	88	87
05R_S5_R1_001	AQP3	573	557
05R_S5_R1_001	ARG2	37	37
05R_S5_R1_001	ARID5B	263	256
05R_S5_R1_001	BCL6	71	70
05R_S5_R1_001	C10orf10	211	209
05R_S5_R1_001	C1R	1658	1586
05R_S5_R1_001	C4BPA	31	31
05R_S5_R1_001	CD55	541	531
05R_S5_R1_001	CEBPD	1550	1501
05R_S5_R1_001	CFD	233	231
05R_S5_R1_001	CLDN4	181	178
05R_S5_R1_001	COMP	0	0
05R_S5_R1_001	CP	995	972
05R_S5_R1_001	CRABP2	1668	1623
05R_S5_R1_001	CYC1	598	580
05R_S5_R1_001	DDX52	180	179
05R_S5_R1_001	DEFB1	364	356
05R_S5_R1_001	DKK1	104	102
05R_S5_R1_001	DPP4	55	55
05R_S5_R1_001	DYNLT3	1311	1257
05R_S5_R1_001	EDN3	299	295
05R_S5_R1_001	EDNRB	208	205
05R_S5_R1_001	EFNA1	468	452
05R_S5_R1_001	ENPEP	20	20
05R_S5_R1_001	ERCC_00004	14506	12107
05R_S5_R1_001	ERCC_00108	1699	1657
05R_S5_R1_001	ERCC_00116	506	492
05R_S5_R1_001	ERCC_00136	2807	2693
05R_S5_R1_001	G0S2	111	110
05R_S5_R1_001	GADD45A	183	180
05R_S5_R1_001	GBP2	715	690
05R_S5_R1_001	GNLY	17739	15176
05R_S5_R1_001	GPX3	140	138
05R_S5_R1_001	HABP2	67	66
05R_S5_R1_001	HMBS	162	157
05R_S5_R1_001	ID4	2491	2388
05R_S5_R1_001	IDO1	1888	1790
05R_S5_R1_001	IGFBP1	4	4
05R_S5_R1_001	IL15	433	414
05R_S5_R1_001	LAMB3	61	60
05R_S5_R1_001	MAOA	568	559
05R_S5_R1_001	MAP3K5	398	390
05R_S5_R1_001	MMP7	534	514
05R_S5_R1_001	MT1G	10052	9088
05R_S5_R1_001	MT1H	723	710
05R_S5_R1_001	NDRG1	161	160
05R_S5_R1_001	NNMT	197	192
05R_S5_R1_001	OLFM1	140	136
05R_S5_R1_001	PAEP	181	178
05R_S5_R1_001	PRUNE2	278	271
05R_S5_R1_001	S100P	25	24
05R_S5_R1_001	SDHA	1350	1301
05R_S5_R1_001	SERPING1	2482	2380
05R_S5_R1_001	SFRP4	2924	2750
05R_S5_R1_001	SLC1A1	14	14
05R_S5_R1_001	SPP1	1081	1055
05R_S5_R1_001	TBP	412	404
05R_S5_R1_001	TCN1	37	37
05R_S5_R1_001	TSPAN8	30	29
05R_S5_R1_001	unmatched	9102	3271
NV15LH8_S6_R1_001	ABCC3	1037	1011
NV15LH8_S6_R1_001	ACADSB	1308	1269
NV15LH8_S6_R1_001	ANXA2	84642	43498
NV15LH8_S6_R1_001	ANXA4	22880	17002
NV15LH8_S6_R1_001	AOX1	2776	2606
NV15LH8_S6_R1_001	APOD	189	187
NV15LH8_S6_R1_001	AQP3	5061	4595
NV15LH8_S6_R1_001	ARG2	685	672
NV15LH8_S6_R1_001	ARID5B	2431	2274
NV15LH8_S6_R1_001	BCL6	571	557
NV15LH8_S6_R1_001	C10orf10	2631	2535
NV15LH8_S6_R1_001	C1R	13455	10712
NV15LH8_S6_R1_001	C4BPA	11431	8893
NV15LH8_S6_R1_001	CD55	13731	12035
NV15LH8_S6_R1_001	CEBPD	10557	9331
NV15LH8_S6_R1_001	CFD	1372	1322
NV15LH8_S6_R1_001	CLDN4	2311	2233
NV15LH8_S6_R1_001	COMP	972	944
NV15LH8_S6_R1_001	CP	20230	16400
NV15LH8_S6_R1_001	CRABP2	595	585
NV15LH8_S6_R1_001	CYC1	1393	1340
NV15LH8_S6_R1_001	DDX52	4426	4128
NV15LH8_S6_R1_001	DEFB1	10505	9276
NV15LH8_S6_R1_001	DKK1	630	616
NV15LH8_S6_R1_001	DPP4	7746	6643
NV15LH8_S6_R1_001	DYNLT3	7119	6328
NV15LH8_S6_R1_001	EDN3	58	54
NV15LH8_S6_R1_001	EDNRB	2368	2254
NV15LH8_S6_R1_001	EFNA1	3382	3117
NV15LH8_S6_R1_001	ENPEP	68	68
NV15LH8_S6_R1_001	ERCC_00004	15655	12769
NV15LH8_S6_R1_001	ERCC_00108	1815	1753
NV15LH8_S6_R1_001	ERCC_00116	495	490
NV15LH8_S6_R1_001	ERCC_00136	3167	3017
NV15LH8_S6_R1_001	G0S2	2048	1937
NV15LH8_S6_R1_001	GADD45A	3249	3041
NV15LH8_S6_R1_001	GBP2	6118	5583
NV15LH8_S6_R1_001	GNLY	42244	30048
NV15LH8_S6_R1_001	GPX3	45253	29027
NV15LH8_S6_R1_001	HABP2	2609	2503
NV15LH8_S6_R1_001	HMBS	478	472
NV15LH8_S6_R1_001	ID4	21031	16458
NV15LH8_S6_R1_001	IDO1	13916	10698
NV15LH8_S6_R1_001	IGFBP1	760	737
NV15LH8_S6_R1_001	IL15	2808	2438
NV15LH8_S6_R1_001	LAMB3	3383	3237
NV15LH8_S6_R1_001	MAOA	6370	5857
NV15LH8_S6_R1_001	MAP3K5	2858	2738
NV15LH8_S6_R1_001	MMP7	6692	5982
NV15LH8_S6_R1_001	MT1G	53414	35018
NV15LH8_S6_R1_001	MT1H	8265	7559
NV15LH8_S6_R1_001	NDRG1	1008	989
NV15LH8_S6_R1_001	NNMT	8965	7999
NV15LH8_S6_R1_001	OLFM1	59	59
NV15LH8_S6_R1_001	PAEP	407589	64565
NV15LH8_S6_R1_001	PRUNE2	2248	2146
NV15LH8_S6_R1_001	S100P	3241	3082
NV15LH8_S6_R1_001	SDHA	3197	3047
NV15LH8_S6_R1_001	SERPING1	31876	23166
NV15LH8_S6_R1_001	SFRP4	1397	1352
NV15LH8_S6_R1_001	SLC1A1	1260	1229
NV15LH8_S6_R1_001	SPP1	35110	25533
NV15LH8_S6_R1_001	TBP	665	650
NV15LH8_S6_R1_001	TCN1	2510	2385
NV15LH8_S6_R1_001	TSPAN8	2482	2395
NV15LH8_S6_R1_001	unmatched	53576	17838
NV9LH8_S7_R1_001	ABCC3	1182	1145
NV9LH8_S7_R1_001	ACADSB	1276	1245
NV9LH8_S7_R1_001	ANXA2	106223	47739
NV9LH8_S7_R1_001	ANXA4	27711	19617
NV9LH8_S7_R1_001	AOX1	4398	4012
NV9LH8_S7_R1_001	APOD	216	213
NV9LH8_S7_R1_001	AQP3	5280	4720
NV9LH8_S7_R1_001	ARG2	1174	1135
NV9LH8_S7_R1_001	ARID5B	2088	1969
NV9LH8_S7_R1_001	BCL6	616	604
NV9LH8_S7_R1_001	C10orf10	3673	3485
NV9LH8_S7_R1_001	C1R	10355	8637
NV9LH8_S7_R1_001	C4BPA	4785	4281
NV9LH8_S7_R1_001	CD55	21003	17336
NV9LH8_S7_R1_001	CEBPD	11030	9626
NV9LH8_S7_R1_001	CFD	698	682
NV9LH8_S7_R1_001	CLDN4	4395	4144
NV9LH8_S7_R1_001	COMP	1957	1846
NV9LH8_S7_R1_001	CP	13900	11897
NV9LH8_S7_R1_001	CRABP2	752	733
NV9LH8_S7_R1_001	CYC1	1295	1245
NV9LH8_S7_R1_001	DDX52	7177	6452
NV9LH8_S7_R1_001	DEFB1	13812	11724
NV9LH8_S7_R1_001	DKK1	705	689
NV9LH8_S7_R1_001	DPP4	13991	11024
NV9LH8_S7_R1_001	DYNLT3	9273	7986
NV9LH8_S7_R1_001	EDN3	86	81
NV9LH8_S7_R1_001	EDNRB	2942	2736
NV9LH8_S7_R1_001	EFNA1	5332	4769
NV9LH8_S7_R1_001	ENPEP	59	59
NV9LH8_S7_R1_001	ERCC_00004	17006	13716
NV9LH8_S7_R1_001	ERCC_00108	1896	1824
NV9LH8_S7_R1_001	ERCC_00116	540	530
NV9LH8_S7_R1_001	ERCC_00136	3413	3227
NV9LH8_S7_R1_001	G0S2	1240	1204
NV9LH8_S7_R1_001	GADD45A	4072	3727
NV9LH8_S7_R1_001	GBP2	7010	6279
NV9LH8_S7_R1_001	GNLY	52083	34445
NV9LH8_S7_R1_001	GPX3	53153	31986
NV9LH8_S7_R1_001	HABP2	1342	1304
NV9LH8_S7_R1_001	HMBS	316	306
NV9LH8_S7_R1_001	ID4	16194	13364
NV9LH8_S7_R1_001	IDO1	13715	10681
NV9LH8_S7_R1_001	IGFBP1	1085	1045
NV9LH8_S7_R1_001	IL15	2617	2312
NV9LH8_S7_R1_001	LAMB3	3542	3382
NV9LH8_S7_R1_001	MAOA	10148	8995
NV9LH8_S7_R1_001	MAP3K5	3985	3749
NV9LH8_S7_R1_001	MMP7	2049	1965
NV9LH8_S7_R1_001	MT1G	104720	50115
NV9LH8_S7_R1_001	MT1H	18759	15548
NV9LH8_S7_R1_001	NDRG1	1231	1199
NV9LH8_S7_R1_001	NNMT	6429	5901
NV9LH8_S7_R1_001	OLFM1	75	74
NV9LH8_S7_R1_001	PAEP	390811	64433
NV9LH8_S7_R1_001	PRUNE2	1723	1640
NV9LH8_S7_R1_001	S100P	3461	3279
NV9LH8_S7_R1_001	SDHA	3285	3135
NV9LH8_S7_R1_001	SERPING1	25425	19546
NV9LH8_S7_R1_001	SFRP4	1386	1345
NV9LH8_S7_R1_001	SLC1A1	1461	1421
NV9LH8_S7_R1_001	SPP1	42787	29332
NV9LH8_S7_R1_001	TBP	549	536
NV9LH8_S7_R1_001	TCN1	3117	2937
NV9LH8_S7_R1_001	TSPAN8	8928	8066
NV9LH8_S7_R1_001	unmatched	55081	18519
Undetermined_S0_R1_001	ABCC3	182	182
Undetermined_S0_R1_001	ACADSB	252	251
Undetermined_S0_R1_001	ANXA2	30132	22965
Undetermined_S0_R1_001	ANXA4	5914	5439
Undetermined_S0_R1_001	AOX1	301	297
Undetermined_S0_R1_001	APOD	99	98
Undetermined_S0_R1_001	AQP3	649	636
Undetermined_S0_R1_001	ARG2	241	240
Undetermined_S0_R1_001	ARID5B	715	702
Undetermined_S0_R1_001	BCL6	152	151
Undetermined_S0_R1_001	C10orf10	1196	1180
Undetermined_S0_R1_001	C1R	2577	2467
Undetermined_S0_R1_001	C4BPA	1182	1145
Undetermined_S0_R1_001	CD55	2893	2816
Undetermined_S0_R1_001	CEBPD	2919	2839
Undetermined_S0_R1_001	CFD	273	269
Undetermined_S0_R1_001	CLDN4	1364	1342
Undetermined_S0_R1_001	COMP	107	107
Undetermined_S0_R1_001	CP	2980	2879
Undetermined_S0_R1_001	CRABP2	468	466
Undetermined_S0_R1_001	CYC1	423	419
Undetermined_S0_R1_001	DDX52	781	767
Undetermined_S0_R1_001	DEFB1	6202	5774
Undetermined_S0_R1_001	DKK1	172	171
Undetermined_S0_R1_001	DPP4	906	891
Undetermined_S0_R1_001	DYNLT3	3468	3270
Undetermined_S0_R1_001	EDN3	77	77
Undetermined_S0_R1_001	EDNRB	435	429
Undetermined_S0_R1_001	EFNA1	1083	1059
Undetermined_S0_R1_001	ENPEP	17	17
Undetermined_S0_R1_001	ERCC_00004	9812	8684
Undetermined_S0_R1_001	ERCC_00108	1027	1018
Undetermined_S0_R1_001	ERCC_00116	346	345
Undetermined_S0_R1_001	ERCC_00136	1836	1795
Undetermined_S0_R1_001	G0S2	263	262
Undetermined_S0_R1_001	GADD45A	558	549
Undetermined_S0_R1_001	GBP2	2452	2358
Undetermined_S0_R1_001	GNLY	10663	9778
Undetermined_S0_R1_001	GPX3	4609	4357
Undetermined_S0_R1_001	HABP2	227	227
Undetermined_S0_R1_001	HMBS	121	121
Undetermined_S0_R1_001	ID4	5259	4949
Undetermined_S0_R1_001	IDO1	3613	3360
Undetermined_S0_R1_001	IGFBP1	60	60
Undetermined_S0_R1_001	IL15	603	582
Undetermined_S0_R1_001	LAMB3	436	434
Undetermined_S0_R1_001	MAOA	1863	1827
Undetermined_S0_R1_001	MAP3K5	641	636
Undetermined_S0_R1_001	MMP7	526	523
Undetermined_S0_R1_001	MT1G	33107	25409
Undetermined_S0_R1_001	MT1H	3378	3261
Undetermined_S0_R1_001	NDRG1	319	319
Undetermined_S0_R1_001	NNMT	1231	1212
Undetermined_S0_R1_001	OLFM1	42	42
Undetermined_S0_R1_001	PAEP	36119	26775
Undetermined_S0_R1_001	PRUNE2	549	548
Undetermined_S0_R1_001	S100P	1926	1894
Undetermined_S0_R1_001	SDHA	1110	1094
Undetermined_S0_R1_001	SERPING1	4849	4600
Undetermined_S0_R1_001	SFRP4	704	692
Undetermined_S0_R1_001	SLC1A1	128	128
Undetermined_S0_R1_001	SPP1	5054	4813
Undetermined_S0_R1_001	TBP	322	320
Undetermined_S0_R1_001	TCN1	380	378
Undetermined_S0_R1_001	TSPAN8	556	552
Undetermined_S0_R1_001	unmatched	361909	9269
